Id,Date,DeliveryDate,Quantity,Currency,Supplier,NetAmount
184627,6/3/13,6/13/13,16,USD,Computer & Co,109.440002
184627,6/12/13,6/19/13,19,USD,Computer & Co,129.960007
184627,6/17/13,6/22/13,19,USD,Computer & Co,129.960007
184627,6/24/13,6/30/13,18,USD,Computer & Co,123.120003
184627,7/4/13,7/12/13,16,USD,Computer & Co,109.440002
184627,7/9/13,7/18/13,18,USD,Computer & Co,123.120003
184627,7/15/13,7/21/13,19,USD,Computer & Co,129.960007
184627,7/23/13,7/30/13,22,USD,Computer & Co,150.479996
184627,7/29/13,8/6/13,25,USD,Computer & Co,171
184627,8/8/13,8/15/13,11,USD,Computer & Co,75.2399979
184627,8/13/13,8/23/13,13,USD,Computer & Co,88.9199982
184627,8/21/13,8/30/13,9,USD,Computer & Co,61.5600014
184627,8/26/13,9/4/13,14,USD,Computer & Co,95.7600021
184627,9/3/13,9/8/13,21,USD,Computer & Co,143.639999
184627,9/9/13,9/18/13,20,USD,Computer & Co,136.800003
184627,9/17/13,9/26/13,21,USD,Computer & Co,143.639999
184627,9/24/13,9/29/13,15,USD,Computer & Co,102.599998
184627,10/1/13,10/10/13,22,USD,Computer & Co,150.479996
184627,10/11/13,10/19/13,22,USD,Computer & Co,150.479996
184627,10/14/13,10/23/13,21,USD,Computer & Co,143.639999
184627,10/22/13,10/30/13,27,USD,Computer & Co,184.679993
184627,10/30/13,11/3/13,28,USD,Computer & Co,191.520004
184627,11/5/13,11/15/13,20,USD,Computer & Co,136.800003
184627,11/14/13,11/22/13,17,USD,Computer & Co,116.279999
184627,11/18/13,11/24/13,21,USD,Computer & Co,143.639999
184627,11/25/13,12/1/13,21,USD,Computer & Co,143.639999
184627,12/2/13,12/12/13,17,USD,Computer & Co,116.279999
184627,12/9/13,12/19/13,19,USD,Computer & Co,129.960007
184627,12/20/13,12/27/13,20,USD,Computer & Co,136.800003
184627,12/27/13,1/3/14,25,USD,Computer & Co,171
184627,12/31/13,1/6/14,24,USD,Computer & Co,164.160004
184627,1/7/14,1/14/14,50,USD,Computer & Co,342
184627,1/13/14,1/20/14,44,USD,Computer & Co,300.959991
184627,1/22/14,1/28/14,55,USD,Computer & Co,376.200012
184627,1/27/14,2/4/14,50,USD,Computer & Co,342
184627,2/3/14,2/12/14,53,USD,Computer & Co,362.519989
184627,2/12/14,2/16/14,39,USD,Computer & Co,266.76001
184627,2/18/14,2/22/14,38,USD,Computer & Co,259.920013
184627,2/24/14,3/2/14,49,USD,Computer & Co,335.160004
184627,3/3/14,3/9/14,17,USD,Computer & Co,116.279999
184627,3/10/14,3/20/14,24,USD,Computer & Co,164.160004
184627,3/17/14,3/24/14,18,USD,Computer & Co,123.120003
184627,3/24/14,3/31/14,18,USD,Computer & Co,123.120003
184627,3/31/14,4/8/14,18,USD,Computer & Co,123.120003
184627,4/7/14,4/14/14,23,USD,Computer & Co,157.320007
184627,4/22/14,4/28/14,26,USD,Computer & Co,177.839996
184627,5/1/14,5/11/14,34,USD,Computer & Co,232.559998
184627,5/5/14,5/12/14,26,USD,Computer & Co,177.839996
184627,5/12/14,5/18/14,30,USD,Computer & Co,205.199997
184627,5/21/14,5/27/14,32,USD,Computer & Co,218.880005
184627,5/26/14,6/3/14,36,USD,Computer & Co,246.240005
184627,6/4/14,6/11/14,10,USD,Computer & Co,68.4000015
184627,6/11/14,6/17/14,12,USD,Computer & Co,82.0800018
184627,6/16/14,6/24/14,13,USD,Computer & Co,88.9199982
184627,6/24/14,7/1/14,13,USD,Computer & Co,88.9199982
184627,7/9/14,7/15/14,17,USD,Computer & Co,116.279999
184627,7/14/14,7/19/14,19,USD,Computer & Co,129.960007
184627,7/21/14,7/27/14,20,USD,Computer & Co,136.800003
184627,7/28/14,8/3/14,18,USD,Computer & Co,123.120003
184627,8/4/14,8/11/14,23,USD,Computer & Co,157.320007
184627,8/12/14,8/18/14,17,USD,Computer & Co,116.279999
184627,8/19/14,8/28/14,24,USD,Computer & Co,164.160004
184627,8/26/14,9/1/14,17,USD,Computer & Co,116.279999
184627,9/2/14,9/9/14,17,USD,Computer & Co,116.279999
184627,9/17/14,9/23/14,22,USD,Computer & Co,150.479996
184627,9/25/14,10/3/14,18,USD,Computer & Co,123.120003
184627,9/29/14,10/6/14,22,USD,Computer & Co,150.479996
184627,10/8/14,10/14/14,57,USD,Computer & Co,389.880005
184627,10/14/14,10/21/14,70,USD,Computer & Co,478.799988
184627,10/20/14,10/26/14,61,USD,Computer & Co,417.23999
184627,10/31/14,11/5/14,77,USD,Computer & Co,526.679993
184627,11/3/14,11/13/14,16,USD,Computer & Co,109.440002
184627,11/10/14,11/17/14,21,USD,Computer & Co,143.639999
184627,11/17/14,11/26/14,17,USD,Computer & Co,116.279999
184627,11/25/14,12/3/14,24,USD,Computer & Co,164.160004
184627,12/1/14,12/9/14,20,USD,Computer & Co,136.800003
184627,12/10/14,12/17/14,31,USD,Computer & Co,212.039993
184627,12/15/14,12/24/14,31,USD,Computer & Co,212.039993
184627,12/23/14,1/1/15,29,USD,Computer & Co,198.360001
184627,12/29/14,1/5/15,21,USD,Computer & Co,143.639999
184627,1/6/15,1/15/15,28,USD,Computer & Co,191.520004
184627,1/13/15,1/19/15,25,USD,Computer & Co,171
184627,1/20/15,1/25/15,28,USD,Computer & Co,191.520004
184627,1/28/15,2/3/15,40,USD,Computer & Co,273.600006
184627,2/3/15,2/11/15,20,USD,Computer & Co,136.800003
184627,2/9/15,2/16/15,19,USD,Computer & Co,129.960007
184627,2/16/15,2/24/15,19,USD,Computer & Co,129.960007
184627,2/26/15,3/6/15,18,USD,Computer & Co,123.120003
184627,3/2/15,3/8/15,14,USD,Computer & Co,95.7600021
184627,3/9/15,3/17/15,20,USD,Computer & Co,136.800003
184627,3/19/15,3/25/15,15,USD,Computer & Co,102.599998
184627,3/23/15,4/3/15,17,USD,Computer & Co,116.279999
184627,3/31/15,4/7/15,16,USD,Computer & Co,109.440002
184627,4/6/15,4/13/15,45,USD,Computer & Co,307.799988
184627,4/14/15,4/21/15,36,USD,Computer & Co,246.240005
184627,4/21/15,4/30/15,40,USD,Computer & Co,273.600006
184627,4/29/15,5/8/15,42,USD,Computer & Co,287.279999
184627,5/6/15,5/11/15,22,USD,Computer & Co,150.479996
184627,5/12/15,5/19/15,18,USD,Computer & Co,123.120003
184627,5/20/15,5/24/15,17,USD,Computer & Co,116.279999
184627,5/26/15,6/2/15,22,USD,Computer & Co,150.479996
184627,6/2/15,6/10/15,17,USD,Computer & Co,116.279999
184627,6/10/15,6/21/15,17,USD,Computer & Co,116.279999
184627,6/15/15,6/26/15,17,USD,Computer & Co,116.279999
184627,6/23/15,7/2/15,18,USD,Computer & Co,123.120003
184627,6/29/15,7/6/15,17,USD,Computer & Co,116.279999
184627,7/6/15,7/13/15,40,USD,Computer & Co,273.600006
184627,7/13/15,7/22/15,37,USD,Computer & Co,253.080002
184627,7/20/15,7/26/15,35,USD,Computer & Co,239.399994
184627,7/27/15,8/3/15,38,USD,Computer & Co,259.920013
184627,8/3/15,8/13/15,33,USD,Computer & Co,225.720001
184627,8/10/15,8/18/15,31,USD,Computer & Co,212.039993
184627,8/17/15,8/26/15,21,USD,Computer & Co,143.639999
184627,8/24/15,8/31/15,29,USD,Computer & Co,198.360001
184627,9/1/15,9/7/15,28,USD,Computer & Co,191.520004
184627,9/8/15,9/21/15,41,USD,Computer & Co,280.440002
184627,9/14/15,9/22/15,36,USD,Computer & Co,246.240005
184627,9/21/15,9/27/15,41,USD,Computer & Co,280.440002
184627,9/28/15,10/5/15,40,USD,Computer & Co,273.600006
184627,10/5/15,10/13/15,63,USD,Computer & Co,430.920013
184627,10/13/15,10/19/15,56,USD,Computer & Co,383.040009
184627,10/23/15,10/31/15,62,USD,Computer & Co,424.079987
184627,10/26/15,11/4/15,45,USD,Computer & Co,307.799988
184627,11/3/15,11/10/15,21,USD,Computer & Co,143.639999
184627,11/10/15,11/18/15,20,USD,Computer & Co,136.800003
184627,11/16/15,11/26/15,16,USD,Computer & Co,109.440002
184627,11/24/15,12/2/15,23,USD,Computer & Co,157.320007
184627,12/3/15,12/11/15,65,USD,Computer & Co,444.600006
184627,12/7/15,12/15/15,46,USD,Computer & Co,314.640015
184627,12/17/15,12/27/15,56,USD,Computer & Co,383.040009
184627,12/23/15,1/2/16,49,USD,Computer & Co,335.160004
184627,12/29/15,1/5/16,43,USD,Computer & Co,294.119995
184627,1/4/16,1/11/16,25,USD,Computer & Co,171
184627,1/11/16,1/20/16,31,USD,Computer & Co,212.039993
184627,1/18/16,1/27/16,33,USD,Computer & Co,225.720001
184627,1/26/16,1/31/16,28,USD,Computer & Co,191.520004
184627,2/1/16,2/8/16,20,USD,Computer & Co,136.800003
184627,2/8/16,2/19/16,16,USD,Computer & Co,109.440002
184627,2/15/16,2/22/16,22,USD,Computer & Co,150.479996
184627,2/22/16,2/27/16,23,USD,Computer & Co,157.320007
184627,2/29/16,3/7/16,17,USD,Computer & Co,116.279999
184627,3/7/16,3/15/16,25,USD,Computer & Co,171
184627,3/14/16,3/22/16,21,USD,Computer & Co,143.639999
184627,3/21/16,4/2/16,28,USD,Computer & Co,191.520004
184627,3/28/16,4/3/16,24,USD,Computer & Co,164.160004
184627,4/4/16,4/10/16,19,USD,Computer & Co,129.960007
184627,4/11/16,4/20/16,12,USD,Computer & Co,82.0800018
184627,4/18/16,4/26/16,16,USD,Computer & Co,109.440002
184627,4/25/16,4/30/16,17,USD,Computer & Co,116.279999
184627,5/3/16,5/11/16,33,USD,Computer & Co,225.720001
184627,5/12/16,5/21/16,37,USD,Computer & Co,253.080002
184627,5/16/16,5/23/16,33,USD,Computer & Co,225.720001
184627,5/24/16,5/30/16,27,USD,Computer & Co,184.679993
184627,6/1/16,6/9/16,29,USD,Computer & Co,198.360001
184627,6/6/16,6/12/16,36,USD,Computer & Co,246.240005
184627,6/13/16,6/20/16,31,USD,Computer & Co,212.039993
184627,6/20/16,6/30/16,27,USD,Computer & Co,184.679993
184627,6/27/16,7/7/16,33,USD,Computer & Co,225.720001
184627,7/4/16,7/12/16,37,USD,Computer & Co,253.080002
184627,7/15/16,7/24/16,41,USD,Computer & Co,280.440002
184627,7/18/16,7/30/16,40,USD,Computer & Co,273.600006
184627,7/27/16,8/5/16,43,USD,Computer & Co,294.119995
184627,8/1/16,8/11/16,38,USD,Computer & Co,259.920013
184627,8/8/16,8/16/16,42,USD,Computer & Co,287.279999
184627,8/15/16,8/22/16,48,USD,Computer & Co,328.320007
184627,8/22/16,8/31/16,41,USD,Computer & Co,280.440002
184627,8/30/16,9/7/16,45,USD,Computer & Co,307.799988
184627,9/6/16,9/16/16,43,USD,Computer & Co,294.119995
184627,9/12/16,9/20/16,41,USD,Computer & Co,280.440002
184627,9/21/16,9/30/16,43,USD,Computer & Co,294.119995
184627,9/26/16,10/1/16,39,USD,Computer & Co,266.76001
184627,10/3/16,10/13/16,34,USD,Computer & Co,232.559998
184627,10/10/16,10/15/16,32,USD,Computer & Co,218.880005
184627,10/26/16,11/3/16,34,USD,Computer & Co,232.559998
184627,10/31/16,11/7/16,36,USD,Computer & Co,246.240005
184627,11/17/16,11/25/16,29,USD,Computer & Co,198.360001
184627,11/21/16,11/25/16,25,USD,Computer & Co,171
184627,12/1/16,12/8/16,18,USD,Computer & Co,123.120003
184627,12/5/16,12/14/16,14,USD,Computer & Co,95.7600021
184627,12/13/16,12/20/16,18,USD,Computer & Co,123.120003
184627,12/19/16,12/27/16,19,USD,Computer & Co,129.960007
184627,12/28/16,1/6/17,14,USD,Computer & Co,95.7600021
184627,1/2/17,1/8/17,12,USD,Computer & Co,82.0800018
184627,1/9/17,1/14/17,12,USD,Computer & Co,82.0800018
184627,1/19/17,1/22/17,14,USD,Computer & Co,95.7600021
184627,1/24/17,1/28/17,12,USD,Computer & Co,82.0800018
184627,1/30/17,2/10/17,10,USD,Computer & Co,68.4000015
184627,2/9/17,2/17/17,20,USD,Computer & Co,136.800003
184627,2/13/17,2/20/17,18,USD,Computer & Co,123.120003
184627,2/20/17,2/25/17,19,USD,Computer & Co,129.960007
184627,2/27/17,3/3/17,22,USD,Computer & Co,150.479996
184627,3/7/17,3/12/17,48,USD,Computer & Co,328.320007
184627,3/15/17,3/22/17,51,USD,Computer & Co,348.839996
184627,3/21/17,3/27/17,56,USD,Computer & Co,383.040009
184627,3/27/17,4/4/17,65,USD,Computer & Co,444.600006
184627,4/4/17,4/13/17,13,USD,Computer & Co,88.9199982
184627,4/12/17,4/21/17,11,USD,Computer & Co,75.2399979
184627,4/24/17,5/1/17,10,USD,Computer & Co,68.4000015
184627,5/1/17,5/9/17,42,USD,Computer & Co,287.279999
184627,5/9/17,5/17/17,34,USD,Computer & Co,232.559998
184627,5/16/17,5/24/17,41,USD,Computer & Co,280.440002
184627,5/23/17,5/30/17,38,USD,Computer & Co,259.920013
184627,5/29/17,6/5/17,33,USD,Computer & Co,225.720001
184627,6/5/17,6/12/17,31,USD,Computer & Co,212.039993
184627,6/15/17,6/24/17,27,USD,Computer & Co,184.679993
184627,6/19/17,6/26/17,27,USD,Computer & Co,184.679993
184627,6/27/17,7/5/17,31,USD,Computer & Co,212.039993
184627,7/4/17,7/11/17,87,USD,Computer & Co,595.080017
184627,7/14/17,7/21/17,60,USD,Computer & Co,410.399994
184627,7/17/17,7/25/17,57,USD,Computer & Co,389.880005
184627,7/24/17,7/29/17,83,USD,Computer & Co,567.719971
184627,7/31/17,8/8/17,62,USD,Computer & Co,424.079987
184627,8/8/17,8/12/17,19,USD,Computer & Co,129.960007
184627,8/14/17,8/22/17,14,USD,Computer & Co,95.7600021
184627,8/21/17,8/30/17,12,USD,Computer & Co,82.0800018
184627,8/30/17,9/10/17,15,USD,Computer & Co,102.599998
184627,9/7/17,9/16/17,13,USD,Computer & Co,88.9199982
184627,9/18/17,9/24/17,10,USD,Computer & Co,68.4000015
184627,9/25/17,10/4/17,10,USD,Computer & Co,68.4000015
184627,10/4/17,10/11/17,19,USD,Computer & Co,129.960007
184627,10/10/17,10/17/17,15,USD,Computer & Co,102.599998
184627,10/17/17,10/24/17,19,USD,Computer & Co,129.960007
184627,10/23/17,10/31/17,18,USD,Computer & Co,123.120003
184627,10/30/17,11/7/17,15,USD,Computer & Co,102.599998
184627,11/8/17,11/16/17,12,USD,Computer & Co,82.0800018
184627,11/14/17,11/25/17,10,USD,Computer & Co,68.4000015
184627,11/20/17,11/27/17,9,USD,Computer & Co,61.5600014
184627,11/27/17,12/5/17,11,USD,Computer & Co,75.2399979
184627,12/5/17,12/11/17,6,USD,Computer & Co,41.0400009
184627,12/11/17,12/18/17,8,USD,Computer & Co,54.7200012
184627,12/18/17,12/28/17,6,USD,Computer & Co,41.0400009
184627,12/26/17,1/4/18,6,USD,Computer & Co,41.0400009
184627,1/1/18,1/11/18,53,USD,Computer & Co,362.519989
184627,1/8/18,1/14/18,57,USD,Computer & Co,389.880005
184627,1/15/18,1/21/18,49,USD,Computer & Co,335.160004
184627,1/22/18,1/30/18,54,USD,Computer & Co,369.359985
184627,2/1/18,2/7/18,15,USD,Computer & Co,102.599998
184627,2/6/18,2/14/18,14,USD,Computer & Co,95.7600021
184627,2/12/18,2/22/18,18,USD,Computer & Co,123.120003
192037,12/3/17,12/6/17,76,USD,Digital Age,4534.91992
192037,12/5/17,12/9/17,63,USD,Digital Age,3759.20996
192037,12/11/17,12/14/17,68,USD,Digital Age,4057.56006
192037,12/18/17,12/21/17,57,USD,Digital Age,3401.18994
192037,12/28/17,1/2/18,60,USD,Digital Age,3580.19995
192037,1/2/18,1/6/18,42,USD,Digital Age,2506.13989
192037,1/8/18,1/11/18,62,USD,Digital Age,3699.54004
192037,1/16/18,1/20/18,48,USD,Digital Age,2864.15991
192037,1/22/18,1/26/18,63,USD,Digital Age,3759.20996
192037,1/29/18,2/1/18,48,USD,Digital Age,2864.15991
192037,2/5/18,2/10/18,25,USD,Digital Age,1491.75
192037,2/13/18,2/16/18,35,USD,Digital Age,2088.44995
19264,12/3/17,12/7/17,60,USD,Digital Age,3664.80005
19264,12/6/17,12/9/17,70,USD,Digital Age,4275.6001
19264,12/11/17,12/15/17,67,USD,Digital Age,4092.36011
19264,12/18/17,12/22/17,57,USD,Digital Age,3481.56006
19264,12/28/17,1/1/18,47,USD,Digital Age,2870.76001
19264,1/2/18,1/5/18,32,USD,Digital Age,1954.56006
19264,1/9/18,1/12/18,40,USD,Digital Age,2443.19995
19264,1/16/18,1/20/18,40,USD,Digital Age,2443.19995
19264,1/22/18,1/25/18,40,USD,Digital Age,2443.19995
19264,1/29/18,2/1/18,37,USD,Digital Age,2259.95996
19264,2/5/18,2/8/18,30,USD,Digital Age,1832.40002
19264,2/13/18,2/15/18,23,USD,Digital Age,1404.83997
193723,12/3/17,12/8/17,50,USD,Digital Age,2927
193723,12/6/17,12/11/17,44,USD,Digital Age,2575.76001
193723,12/11/17,12/15/17,42,USD,Digital Age,2458.67993
193723,12/18/17,12/21/17,59,USD,Digital Age,3453.86011
193723,12/28/17,12/31/17,63,USD,Digital Age,3688.02002
193723,1/2/18,1/5/18,30,USD,Digital Age,1756.19995
193723,1/9/18,1/12/18,25,USD,Digital Age,1463.5
193723,1/16/18,1/20/18,34,USD,Digital Age,1990.35999
193723,1/22/18,1/25/18,33,USD,Digital Age,1931.81995
193723,1/29/18,2/2/18,29,USD,Digital Age,1697.66003
193723,2/5/18,2/9/18,24,USD,Digital Age,1404.95996
193723,2/13/18,2/18/18,31,USD,Digital Age,1814.73999
193834,12/3/17,12/6/17,42,USD,Digital Age,2422.97998
193834,12/6/17,12/8/17,49,USD,Digital Age,2826.81006
193834,12/11/17,12/14/17,46,USD,Digital Age,2653.73999
193834,12/18/17,12/22/17,47,USD,Digital Age,2711.42993
193834,12/28/17,1/2/18,44,USD,Digital Age,2538.36011
193834,1/2/18,1/5/18,36,USD,Digital Age,2076.84009
193834,1/8/18,1/11/18,35,USD,Digital Age,2019.15002
193834,1/16/18,1/21/18,38,USD,Digital Age,2192.21997
193834,1/22/18,1/26/18,34,USD,Digital Age,1961.45996
193834,1/29/18,2/1/18,27,USD,Digital Age,1557.63
193834,2/5/18,2/8/18,10,USD,Digital Age,576.900024
193834,2/13/18,2/17/18,11,USD,Digital Age,634.590027
201237,9/29/14,10/3/14,1,USD,Digital Age,31.2800007
201237,10/6/14,10/8/14,22,USD,Digital Age,688.159973
201237,10/13/14,10/17/14,36,USD,Digital Age,1126.07996
201237,10/20/14,10/25/14,24,USD,Digital Age,750.719971
201237,10/31/14,11/2/14,32,USD,Digital Age,1000.96002
201237,11/5/14,11/8/14,22,USD,Digital Age,688.159973
201237,11/10/14,11/14/14,32,USD,Digital Age,1000.96002
201237,11/17/14,11/21/14,28,USD,Digital Age,875.840027
201237,11/25/14,11/29/14,26,USD,Digital Age,813.280029
201237,12/1/14,12/4/14,17,USD,Digital Age,531.76001
201237,12/9/14,12/13/14,19,USD,Digital Age,594.320007
201237,12/16/14,12/18/14,18,USD,Digital Age,563.039978
201237,12/23/14,12/25/14,16,USD,Digital Age,500.480011
201237,12/29/14,1/2/15,14,USD,Digital Age,437.920013
201237,1/6/15,1/11/15,45,USD,Digital Age,1407.59998
201237,1/14/15,1/17/15,40,USD,Digital Age,1251.19995
201237,1/20/15,1/23/15,39,USD,Digital Age,1219.92004
201237,1/26/15,1/30/15,39,USD,Digital Age,1219.92004
201237,2/3/15,2/6/15,34,USD,Digital Age,1063.52002
201237,2/9/15,2/13/15,37,USD,Digital Age,1157.35999
201237,2/17/15,2/21/15,30,USD,Digital Age,938.400024
201237,2/23/15,2/26/15,28,USD,Digital Age,875.840027
201237,3/2/15,3/4/15,33,USD,Digital Age,1032.23999
201237,3/9/15,3/13/15,36,USD,Digital Age,1126.07996
201237,3/18/15,3/21/15,31,USD,Digital Age,969.679993
201237,3/24/15,3/26/15,32,USD,Digital Age,1000.96002
201237,3/30/15,4/2/15,42,USD,Digital Age,1313.76001
201237,4/6/15,4/10/15,19,USD,Digital Age,594.320007
201237,4/14/15,4/17/15,19,USD,Digital Age,594.320007
201237,4/21/15,4/24/15,21,USD,Digital Age,656.880005
201237,4/28/15,5/2/15,22,USD,Digital Age,688.159973
201237,5/4/15,5/7/15,26,USD,Digital Age,813.280029
201237,5/11/15,5/14/15,19,USD,Digital Age,594.320007
201237,5/18/15,5/21/15,29,USD,Digital Age,907.119995
201237,5/25/15,5/29/15,26,USD,Digital Age,813.280029
201237,6/1/15,6/5/15,35,USD,Digital Age,1094.80005
201237,6/8/15,6/11/15,39,USD,Digital Age,1219.92004
201237,6/15/15,6/20/15,33,USD,Digital Age,1032.23999
201237,6/22/15,6/26/15,34,USD,Digital Age,1063.52002
201237,6/29/15,7/3/15,41,USD,Digital Age,1282.47998
201237,7/6/15,7/9/15,22,USD,Digital Age,688.159973
201237,7/14/15,7/18/15,26,USD,Digital Age,813.280029
201237,7/20/15,7/23/15,28,USD,Digital Age,875.840027
201237,7/27/15,8/1/15,26,USD,Digital Age,813.280029
201237,8/3/15,8/7/15,44,USD,Digital Age,1376.31995
201237,8/10/15,8/13/15,59,USD,Digital Age,1845.52002
201237,8/17/15,8/20/15,62,USD,Digital Age,1939.35999
201237,8/24/15,8/27/15,51,USD,Digital Age,1595.28003
201237,8/31/15,9/4/15,42,USD,Digital Age,1313.76001
201237,9/8/15,9/11/15,84,USD,Digital Age,2627.52002
201237,9/14/15,9/17/15,64,USD,Digital Age,2001.92004
201237,9/21/15,9/25/15,77,USD,Digital Age,2408.56006
201237,9/28/15,10/1/15,60,USD,Digital Age,1876.80005
201237,10/5/15,10/8/15,44,USD,Digital Age,1376.31995
201237,10/13/15,10/16/15,59,USD,Digital Age,1845.52002
201237,10/23/15,10/26/15,62,USD,Digital Age,1939.35999
201237,10/26/15,11/1/15,63,USD,Digital Age,1970.64001
201237,11/5/15,11/8/15,57,USD,Digital Age,1782.95996
201237,11/9/15,11/12/15,60,USD,Digital Age,1876.80005
201237,11/16/15,11/19/15,45,USD,Digital Age,1407.59998
201237,11/23/15,11/26/15,57,USD,Digital Age,1782.95996
201237,11/30/15,12/2/15,56,USD,Digital Age,1751.68005
201237,12/7/15,12/10/15,48,USD,Digital Age,1501.43994
201237,12/14/15,12/18/15,56,USD,Digital Age,1751.68005
201237,12/21/15,12/25/15,58,USD,Digital Age,1814.23999
201237,12/28/15,1/1/16,63,USD,Digital Age,1970.64001
201237,1/4/16,1/7/16,77,USD,Digital Age,2408.56006
201237,1/11/16,1/14/16,67,USD,Digital Age,2095.76001
201237,1/18/16,1/21/16,58,USD,Digital Age,1814.23999
201237,1/25/16,1/28/16,52,USD,Digital Age,1626.56006
201237,2/1/16,2/6/16,74,USD,Digital Age,2314.71997
201237,2/8/16,2/13/16,57,USD,Digital Age,1782.95996
201237,2/16/16,2/18/16,55,USD,Digital Age,1720.40002
201237,2/22/16,2/25/16,60,USD,Digital Age,1876.80005
201237,2/29/16,3/3/16,54,USD,Digital Age,1689.12
201237,3/7/16,3/10/16,86,USD,Digital Age,2690.08008
201237,3/14/16,3/18/16,77,USD,Digital Age,2408.56006
201237,3/21/16,3/24/16,86,USD,Digital Age,2690.08008
201237,3/28/16,3/31/16,88,USD,Digital Age,2752.63989
201237,4/4/16,4/6/16,80,USD,Digital Age,2502.3999
201237,4/11/16,4/14/16,61,USD,Digital Age,1908.07996
201237,4/18/16,4/21/16,64,USD,Digital Age,2001.92004
201237,4/25/16,4/28/16,80,USD,Digital Age,2502.3999
201237,5/2/16,5/5/16,54,USD,Digital Age,1689.12
201237,5/10/16,5/12/16,71,USD,Digital Age,2220.87988
201237,5/17/16,5/21/16,78,USD,Digital Age,2439.84009
201237,5/25/16,5/28/16,52,USD,Digital Age,1626.56006
201237,5/30/16,6/2/16,68,USD,Digital Age,2127.04004
201237,6/6/16,6/11/16,50,USD,Digital Age,1564
201237,6/13/16,6/17/16,52,USD,Digital Age,1626.56006
201237,6/20/16,6/23/16,69,USD,Digital Age,2158.32007
201237,6/28/16,7/1/16,61,USD,Digital Age,1908.07996
201237,7/4/16,7/8/16,28,USD,Digital Age,875.840027
201237,7/11/16,7/15/16,23,USD,Digital Age,719.440002
201237,7/18/16,7/22/16,23,USD,Digital Age,719.440002
201237,7/25/16,7/29/16,26,USD,Digital Age,813.280029
201237,8/1/16,8/5/16,26,USD,Digital Age,813.280029
201237,8/9/16,8/13/16,35,USD,Digital Age,1094.80005
201237,8/15/16,8/18/16,27,USD,Digital Age,844.559998
201237,8/22/16,8/25/16,40,USD,Digital Age,1251.19995
201237,8/29/16,9/1/16,36,USD,Digital Age,1126.07996
201237,9/6/16,9/10/16,129,USD,Digital Age,4035.12012
201237,9/12/16,9/16/16,119,USD,Digital Age,3722.32007
201237,9/21/16,9/24/16,154,USD,Digital Age,4817.12012
201237,9/26/16,9/30/16,117,USD,Digital Age,3659.76001
201237,10/3/16,10/7/16,30,USD,Digital Age,938.400024
201237,10/10/16,10/16/16,31,USD,Digital Age,969.679993
201237,10/25/16,10/29/16,33,USD,Digital Age,1032.23999
201237,11/1/16,11/4/16,72,USD,Digital Age,2252.15991
201237,11/7/16,11/11/16,49,USD,Digital Age,1532.71997
201237,11/15/16,11/19/16,60,USD,Digital Age,1876.80005
201237,11/21/16,11/24/16,59,USD,Digital Age,1845.52002
201237,12/1/16,12/4/16,89,USD,Digital Age,2783.91992
201237,12/5/16,12/10/16,86,USD,Digital Age,2690.08008
201237,12/13/16,12/17/16,68,USD,Digital Age,2127.04004
201237,12/22/16,12/25/16,98,USD,Digital Age,3065.43994
201237,12/27/16,12/31/16,63,USD,Digital Age,1970.64001
201237,1/3/17,1/6/17,99,USD,Digital Age,3096.71997
201237,1/9/17,1/13/17,118,USD,Digital Age,3691.04004
201237,1/16/17,1/20/17,125,USD,Digital Age,3910
201237,1/23/17,1/25/17,151,USD,Digital Age,4723.27979
201237,1/30/17,2/3/17,154,USD,Digital Age,4817.12012
201237,2/6/17,2/10/17,79,USD,Digital Age,2471.12012
201237,2/13/17,2/16/17,56,USD,Digital Age,1751.68005
201237,2/20/17,2/24/17,58,USD,Digital Age,1814.23999
201237,2/28/17,3/3/17,74,USD,Digital Age,2314.71997
201237,3/7/17,3/10/17,91,USD,Digital Age,2846.47998
201237,3/14/17,3/18/17,80,USD,Digital Age,2502.3999
201237,3/20/17,3/24/17,73,USD,Digital Age,2283.43994
201237,3/27/17,4/2/17,101,USD,Digital Age,3159.28003
201237,4/3/17,4/6/17,80,USD,Digital Age,2502.3999
201237,4/10/17,4/14/17,65,USD,Digital Age,2033.19995
201237,4/19/17,4/22/17,79,USD,Digital Age,2471.12012
201237,4/24/17,4/27/17,87,USD,Digital Age,2721.36011
201237,5/2/17,5/5/17,67,USD,Digital Age,2095.76001
201237,5/9/17,5/12/17,86,USD,Digital Age,2690.08008
201237,5/16/17,5/20/17,79,USD,Digital Age,2471.12012
201237,5/23/17,5/26/17,70,USD,Digital Age,2189.6001
201237,5/30/17,6/5/17,73,USD,Digital Age,2283.43994
201237,6/5/17,6/9/17,69,USD,Digital Age,2158.32007
201237,6/12/17,6/16/17,81,USD,Digital Age,2533.67993
201237,6/19/17,6/23/17,65,USD,Digital Age,2033.19995
201237,6/26/17,6/29/17,51,USD,Digital Age,1595.28003
201237,7/3/17,7/6/17,51,USD,Digital Age,1595.28003
201237,7/10/17,7/15/17,50,USD,Digital Age,1564
201237,7/17/17,7/19/17,50,USD,Digital Age,1564
201237,7/24/17,7/29/17,39,USD,Digital Age,1219.92004
201237,7/31/17,8/4/17,43,USD,Digital Age,1345.04004
201237,8/8/17,8/11/17,264,USD,Digital Age,8257.91992
201237,8/15/17,8/18/17,262,USD,Digital Age,8195.36035
